,username,comments,user_channelid,posted_at,updated_at,likes,replies,reply
477,Hugo Santos,"Wow this is my favourite in 100 seconds video. Really exciting language, that I even though had heard of it, never took time to read into it and now I feel like I’m missing out. Julia seems really really amazing and different. I’m hoping there is a wider use than stats, data viz and such. Thanks Jeff",UCT3yI-B6Ugjn-YiVdfOnOLw,2022-05-19T16:48:06Z,2022-05-19T16:48:06Z,61,6,"@Joel Edem python just has so much developed for it and such wide spread use it&#39;s hard to overcome.  Maybe in the long run julia will take over for the scientific/math/data/ML type applications (much like python itself has had slow but steady growth for years and years) but it&#39;s not likely to happen over night.<br><br>That said, I do feel like I see it mentioned more than I did 3 or 4 years ago"
478,Hugo Santos,"Wow this is my favourite in 100 seconds video. Really exciting language, that I even though had heard of it, never took time to read into it and now I feel like I’m missing out. Julia seems really really amazing and different. I’m hoping there is a wider use than stats, data viz and such. Thanks Jeff",UCT3yI-B6Ugjn-YiVdfOnOLw,2022-05-19T16:48:06Z,2022-05-19T16:48:06Z,61,6,Yeah it seems amazing 😄
479,LegendaryJx,Idk I had a very bad relationship with Julia and had to break up,UCYi9NMCiKdhPp4uJOt8VIiw,2022-05-19T16:47:55Z,2022-05-19T16:47:55Z,2,1,Are you okay now bro?
480,Eliarèce -,"<a href=""https://www.youtube.com/watch?v=JYs_94znYy0&amp;t=1m03s"">1:03</a><br>I see what you did there",UCHtBNfb4xF4_aUOGsGzBqfA,2022-05-19T16:47:27Z,2022-05-19T16:47:27Z,7,0,
481,gogiez,Let&#39;s go next video about ballerina!),UCGyqrVp_ZO5lc0xZaM-0CJQ,2022-05-19T16:47:14Z,2022-05-19T16:47:14Z,0,0,
482,Danish,A Indian language create,UCP1P1bNJZjGvxPomJ2cTTnA,2022-05-19T16:47:10Z,2022-05-19T16:47:10Z,0,0,
483,Thamidu Dharshitha,Ballerina Lang,UCnMOH3CTc1N8SDwk9J70rYQ,2022-05-19T16:46:49Z,2022-05-19T16:46:49Z,0,0,
484,Mubiru Simeon,Okay who&#39;s naming these languages?,UCo2y2OAMJdBIQ9dpNgYKISg,2022-05-19T16:46:47Z,2022-05-19T16:46:47Z,0,1,"He has a gf Julia, most likely.<br>Why it&#39;s bad? ;-)"
485,Bill Kammermeier,looks amazing.  wish I had a reason to use it lol,UCRuv7MZ4aNTS5ODZBo3uEpQ,2022-05-19T16:46:42Z,2022-05-19T16:46:42Z,7,1,LOL. Same. It looks interesting. But I can&#39;t think of a possible scenario of why should I learn it.
486,Jorge Pereira,Holy,UCCZIi8VyEz4vn7QEVvZz-hw,2022-05-19T16:46:31Z,2022-05-19T16:46:31Z,0,0,
487,Banalban,&quot;and run natively on the gpu&quot; what an ending i love it,UCJ3pJ6ZGMSvlqlQatGdPkNw,2022-05-19T16:46:16Z,2022-05-19T16:57:50Z,11,0,
488,16n0r3d H4x0r,Julia is tf lang I&#39;m definitely gonna learn 😍,UCYRHoslbKTy1o3Ytr2czCXg,2022-05-19T16:45:49Z,2022-05-19T16:45:49Z,0,0,
489,Pi Cubing Official,Finally Julia.,UCSv6UeQ-Oe7r0NgEE-28SmQ,2022-05-19T16:45:47Z,2022-05-19T16:45:47Z,0,0,
490,Andrés Vivallo,I&#39;d love to watch &quot;Making a 100 second video in 100 seconds&quot;,UCpKs9ovri9e26-5smn78-kw,2022-05-19T16:45:46Z,2022-05-19T16:45:46Z,8,1,
491,Mossa,this was excellent.,UCdWD-YlU058_EPyyLPaeKlA,2022-05-19T16:45:32Z,2022-05-19T16:45:32Z,0,0,
492,Solath Prime,"Imagine everything useful from c, python, ruby and lua in one language",UCFzZ_-QI3qBFaed8wwHfvhA,2022-05-19T16:45:26Z,2022-05-19T16:45:26Z,16,2,@juhotuho10 exactly
493,Solath Prime,"Imagine everything useful from c, python, ruby and lua in one language",UCFzZ_-QI3qBFaed8wwHfvhA,2022-05-19T16:45:26Z,2022-05-19T16:45:26Z,16,2,that&#39;s a pretty rough misrepresentation of languages
494,Blender Master,Amazing Video,UCVN9qpxbrJ9qMPjpZf3ywpA,2022-05-19T16:45:24Z,2022-05-19T16:45:24Z,0,0,
495,John Doe,Can you do R in 100 seconds?,UCsKirpHhQz0IUH_djTDKUlQ,2022-05-19T16:45:02Z,2022-05-19T16:45:02Z,4,2,Already done ✅
496,Prince Mark Alvarez,"I heard R, when R in 100 seconds",UC8ux7qWQxFXfjxHDRZYyvtw,2022-05-19T16:44:56Z,2022-05-19T16:44:56Z,3,0,
497,The Anarchist,Julia&#39;s dream,UCln2f-gDUawXmi-DenUcROg,2022-05-19T16:44:43Z,2022-05-19T16:45:02Z,0,0,
498,Rishi Raj,👍,UCwvWN-tEi9F75yfKy9ppEFA,2022-05-19T16:44:37Z,2022-05-19T16:44:37Z,0,0,
499,Prince Mark Alvarez,Someday programming language called Fireship will be created,UC8ux7qWQxFXfjxHDRZYyvtw,2022-05-19T16:44:34Z,2022-05-19T16:44:34Z,2,1,Agreed.  It will compile directly to 100 second video.
500,Hawar Hekmat,Dart,UC4dpOJ4JZxPOCJW-TaIpNCg,2022-05-19T16:44:33Z,2022-05-19T16:44:33Z,0,0,
501,RastyxD,Next Termux in 100 seconds,UC1A58Y6hgZE6zSRflBBna3g,2022-05-19T16:44:10Z,2022-05-19T16:44:10Z,0,0,
502,A K,how does python compare?,UCWnMmZ6i0qjsh98lHuw-GHw,2022-05-19T16:44:08Z,2022-05-19T16:44:08Z,0,5,@A K oh nice
503,A K,how does python compare?,UCWnMmZ6i0qjsh98lHuw-GHw,2022-05-19T16:44:08Z,2022-05-19T16:44:08Z,0,5,​@The Nationalist close enough but i am an ak-74
504,A K,how does python compare?,UCWnMmZ6i0qjsh98lHuw-GHw,2022-05-19T16:44:08Z,2022-05-19T16:44:08Z,0,5,@A K 47
505,A K,how does python compare?,UCWnMmZ6i0qjsh98lHuw-GHw,2022-05-19T16:44:08Z,2022-05-19T16:44:08Z,0,5,"@The Nationalist aight makes sense, i will keep using python"
506,A K,how does python compare?,UCWnMmZ6i0qjsh98lHuw-GHw,2022-05-19T16:44:08Z,2022-05-19T16:44:08Z,0,5,47
507,Miracle Abaye,Julia. That&#39;s new. Why is it called Julia? Did one of the founders decide to name it after the love if his life? or his loving daughter?,UC7wqLywnIcqJ0QWqNQt6H6Q,2022-05-19T16:43:54Z,2022-05-19T16:45:06Z,0,0,
508,Vishn Shiv,my fav language. My girl. 😎,UCCgSC_Sj6C5TdJ1thDRGK_g,2022-05-19T16:43:34Z,2022-05-19T16:43:34Z,0,0,
509,Jor Cornel,Never seen a programming language with so many attributes before,UChbR88aOO9opI-Kj2dNnPxQ,2022-05-19T16:43:20Z,2022-05-19T16:43:28Z,5,0,
510,Universe Code,"wow another one, and honest I didn&#39;t know it. As a self-taught developer using Js and React, I&#39;m now learning Python and this video is super helpful. Thanks Jeff ✌🏻",UCL84al03JO8PRUD2RAgqe7w,2022-05-19T16:43:09Z,2022-05-19T16:45:01Z,7,0,
511,FantaGuy,"Whoever’s reading this, i pray that whatever your going through gets better and whatever your struggling with or worrying about is going to be fine and that everyone has a fantastic day! Amen",UC6ogZ0Joj7Sb4QbO7ZGpKew,2022-05-19T16:42:55Z,2022-05-19T16:42:55Z,27,5,thank you
512,FantaGuy,"Whoever’s reading this, i pray that whatever your going through gets better and whatever your struggling with or worrying about is going to be fine and that everyone has a fantastic day! Amen",UC6ogZ0Joj7Sb4QbO7ZGpKew,2022-05-19T16:42:55Z,2022-05-19T16:42:55Z,27,5,bot
513,FantaGuy,"Whoever’s reading this, i pray that whatever your going through gets better and whatever your struggling with or worrying about is going to be fine and that everyone has a fantastic day! Amen",UC6ogZ0Joj7Sb4QbO7ZGpKew,2022-05-19T16:42:55Z,2022-05-19T16:42:55Z,27,5,"@cracker is available its a bot, checkmarked spammer"
514,FantaGuy,"Whoever’s reading this, i pray that whatever your going through gets better and whatever your struggling with or worrying about is going to be fine and that everyone has a fantastic day! Amen",UC6ogZ0Joj7Sb4QbO7ZGpKew,2022-05-19T16:42:55Z,2022-05-19T16:42:55Z,27,5,I wish you all the same brethren!
515,FantaGuy,"Whoever’s reading this, i pray that whatever your going through gets better and whatever your struggling with or worrying about is going to be fine and that everyone has a fantastic day! Amen",UC6ogZ0Joj7Sb4QbO7ZGpKew,2022-05-19T16:42:55Z,2022-05-19T16:42:55Z,27,5,...what?
516,sphixy,ll,UC_oCtClagDhonfLm7098CAA,2022-05-19T16:42:50Z,2022-05-19T16:42:50Z,0,0,
517,To Bad!,i have been brainwashed,UCNxxQJE5_Ma4pIxacyIe1cA,2022-05-19T16:42:40Z,2022-05-19T16:42:40Z,0,0,
518,Zatch Lin,This is sooo fast almost as fast as c,UCKZnSROr9eI_pfpay53amgw,2022-05-19T16:42:38Z,2022-05-19T16:42:38Z,1,0,
519,Bjorn Leon Henry,Hi Julia :),UC0CChXvVGUCXi7AdWCvoF5Q,2022-05-19T16:42:37Z,2022-05-19T16:42:37Z,0,0,
520,The Nationalist,"Julia, my girlfriend.",UC1wDp8f17fGqDIriroILgYg,2022-05-19T16:42:27Z,2022-05-19T16:42:27Z,0,1,Our girlfriend.
521,Andrew Arendt,"I actually really like this language for some things, better than python in a lot of ways",UCuRnT5xqMI1uXK_fo2XD58w,2022-05-19T16:42:25Z,2022-05-19T16:42:25Z,7,0,
522,Nirnay Jaiswal,I see no one other than me up here,UCeGGNmmovxspf71fTibnwRw,2022-05-19T16:42:25Z,2022-05-19T16:42:25Z,0,0,
523,Sonnengott,Never heard of Julia before but want to learn it right now,UC3NaXFhHix9lrdsl-DMeu8Q,2022-05-19T16:42:16Z,2022-05-19T16:47:57Z,714,13,stop lying and back to flutter
524,Sonnengott,Never heard of Julia before but want to learn it right now,UC3NaXFhHix9lrdsl-DMeu8Q,2022-05-19T16:42:16Z,2022-05-19T16:47:57Z,714,13,@Elijah Buchanan Lua also uses end
525,Sonnengott,Never heard of Julia before but want to learn it right now,UC3NaXFhHix9lrdsl-DMeu8Q,2022-05-19T16:42:16Z,2022-05-19T16:47:57Z,714,13,"The main advantage of Julia, apart from speed, is code re-use. Case in point, I wanted to use an automatic differentiation library with an interval arithmetic library. Because the autodiff library works works on the Real supertype, interval arithmetic works seamlessly with it even though the two Julia packages themselves are written independently. <br><br>Very often, everything &quot;just works&quot;. When it doesn&#39;t, you can define new methods without breaking existing functionality. Try to do that in an object-oriented language without having to define a bunch of new methods for your object."
526,Sonnengott,Never heard of Julia before but want to learn it right now,UC3NaXFhHix9lrdsl-DMeu8Q,2022-05-19T16:42:16Z,2022-05-19T16:47:57Z,714,13,"@DragonFighter603 Because Julia puts a lot of stress on readability and the &quot;end&quot; keyword is part of that. It looks weird at first, but when you get into it it makes a lot of sense. For one thing, curly braces get reserved for some parts of type declaration, and so using them for functions and structs and stuff would get confusing very easily. Also, having &quot;end&quot; gives the benefits of python&#39;s &quot;plain English&quot; appearance without succumbing to the royal pain that is indentation errors. There are also benefits in that it makes Julia look a bit distinctive, although that is a minor benefit. Overall, &quot;end&quot; just makes sense for Julia and the way it is intended to be used"
527,Sonnengott,Never heard of Julia before but want to learn it right now,UC3NaXFhHix9lrdsl-DMeu8Q,2022-05-19T16:42:16Z,2022-05-19T16:47:57Z,714,13,"looks awesome,  but why, oh why, does it have to use &quot;end&quot;?"
528,Dragon Soft,First,UCKUxxpK0fDA8vlZ5i_Qwpdw,2022-05-19T16:42:04Z,2022-05-19T16:42:04Z,0,0,
529,MobileCoder,"Great, A new Video🔥🔥🔥🔥",UCiXLpEFBcgoZPR-8lfFvl6Q,2022-05-19T16:41:55Z,2022-05-19T16:42:04Z,1,0,
530,Auror Eis,"Never been this early, bless up",UChQgYjP8CJeJvI5IfUl0T8g,2022-05-19T16:41:31Z,2022-05-19T16:41:31Z,2,0,
531,1 / 8,LET&#39;S GOOOOOO,UCZk-mmMic4Y1q9K7y_DagYQ,2022-05-19T16:41:29Z,2022-05-19T16:41:29Z,0,0,
532,Its PlayTime,Second,UC09Y4gja6Flw2wtla2rrWaw,2022-05-19T16:41:28Z,2022-05-19T16:41:28Z,0,0,
533,Yash,First🥇,UCNZehCtj3r7CFlbVPD8I5IA,2022-05-19T16:41:25Z,2022-05-19T16:41:25Z,1,0,
534,Alfred Onuada,Second,UCAiJtlAjWJJ_fX5qKwUXzew,2022-05-19T16:41:25Z,2022-05-19T16:41:25Z,0,0,
535,Die Weltentdecker,Next Microservices?,UCneogxjxbCLr_GkTWwhtMpg,2022-05-19T16:41:21Z,2022-05-19T16:41:21Z,2,0,
536,Abdelhakim Ayed,first<br><br><br><br><br><br>sheesh,UCoHqt785q0urnTSq88JaHzA,2022-05-19T16:41:20Z,2022-05-19T16:41:34Z,0,0,
537,Justin Fagan,First comment,UCa9RuG7kicW7L1sw3oHvBIw,2022-05-19T16:41:19Z,2022-05-19T16:41:19Z,0,0,
538,First Minecraft,first?,UCZiK00Qj3PU2nLoM35aaqUA,2022-05-19T16:41:16Z,2022-05-19T16:41:16Z,0,2,🎖️ participation medal
539,First Minecraft,first?,UCZiK00Qj3PU2nLoM35aaqUA,2022-05-19T16:41:16Z,2022-05-19T16:41:16Z,0,2,no
540,Yash,First,UCNZehCtj3r7CFlbVPD8I5IA,2022-05-19T16:41:16Z,2022-05-19T16:41:16Z,1,1,🥉 Bronze
541,Abhishek' Reløaded,Just the first,UCVVaufo-6CRB4BZktmnzLLQ,2022-05-19T16:41:15Z,2022-05-19T16:41:15Z,0,1,🥈 Silver
542,Henry Dolka,Im first but im not gonna brag.,UCDvACKA5TZyS82BvXtEcOfg,2022-05-19T16:41:15Z,2022-05-19T16:42:17Z,5,5,She told you that and you believe her?  lol
543,Henry Dolka,Im first but im not gonna brag.,UCDvACKA5TZyS82BvXtEcOfg,2022-05-19T16:41:15Z,2022-05-19T16:42:17Z,5,5,@Speedrunning Saga that&#39;s how it is done...
544,Henry Dolka,Im first but im not gonna brag.,UCDvACKA5TZyS82BvXtEcOfg,2022-05-19T16:41:15Z,2022-05-19T16:42:17Z,5,5,you&#39;re so fast the owner was 4 minutes late
545,Henry Dolka,Im first but im not gonna brag.,UCDvACKA5TZyS82BvXtEcOfg,2022-05-19T16:41:15Z,2022-05-19T16:42:17Z,5,5,🥇 Gold!
546,Henry Dolka,Im first but im not gonna brag.,UCDvACKA5TZyS82BvXtEcOfg,2022-05-19T16:41:15Z,2022-05-19T16:42:17Z,5,5,Due to semi conductor shortage you aren&#39;t getting a medal this time.
